gene	appris_tag	isoname
SYNGR2	appris_principal__1	SYNGR2-201
SYNGR2	appris_principal__1	SYNGR2-202
TK1	appris_principal__1	TK1-201
AFMID	appris_principal__3	AFMID-202
BIRC5	appris_principal__1	BIRC5-202
TMEM235	appris_principal__1	TMEM235-202
TMEM235	appris_principal__1	TMEM235-204
SOCS3	appris_principal__1	SOCS3-201
PGS1	appris_principal__1	PGS1-201
DNAH17	appris_principal__1	DNAH17-201
CYTH1	appris_principal__3	CYTH1-202
USP36	appris_principal__2	USP36-203
USP36	appris_principal__2	USP36-201
TIMP2	appris_principal__1	TIMP2-201
CEP295NL	appris_principal__1	CEP295NL-201
CEP295NL	appris_principal__1	CEP295NL-205
LGALS3BP	appris_principal__1	LGALS3BP-201
CANT1	appris_principal__1	CANT1-202
CANT1	appris_principal__1	CANT1-216
CANT1	appris_principal__1	CANT1-201
CANT1	appris_principal__1	CANT1-211
C1QTNF1	appris_principal__4	C1QTNF1-203
C1QTNF1	appris_principal__4	C1QTNF1-207
C1QTNF1	appris_principal__4	C1QTNF1-206
C1QTNF1	appris_principal__4	C1QTNF1-202
C1QTNF1	appris_principal__4	C1QTNF1-204
C1QTNF1	appris_principal__4	C1QTNF1-209
C1QTNF1	appris_principal__4	C1QTNF1-212
C1QTNF1	appris_principal__4	C1QTNF1-208
ENGASE	appris_principal__1	ENGASE-205
RBFOX3	appris_principal__2	RBFOX3-203
ENPP7	appris_principal__1	ENPP7-201
CBX2	appris_principal__1	CBX2-202
CBX8	appris_principal__1	CBX8-201
CBX4	appris_principal__1	CBX4-201
TBC1D16	appris_principal__3	TBC1D16-201
CCDC40	appris_principal__3	CCDC40-204
GAA	appris_principal__1	GAA-201
GAA	appris_principal__1	GAA-202
EIF4A3	appris_principal__1	EIF4A3-209
EIF4A3	appris_principal__1	EIF4A3-208
CARD14	appris_principal__2	CARD14-209
CARD14	appris_principal__2	CARD14-215
CARD14	appris_principal__2	CARD14-201
SGSH	appris_principal__1	SGSH-201
SLC26A11	appris_principal__1	SLC26A11-201
SLC26A11	appris_principal__1	SLC26A11-202
SLC26A11	appris_principal__1	SLC26A11-203
SLC26A11	appris_principal__1	SLC26A11-212
RNF213	appris_principal__2	RNF213-220
ENDOV	appris_principal__1	ENDOV-204
NPTX1	appris_principal__1	NPTX1-201
RPTOR	appris_principal__1	RPTOR-201
CHMP6	appris_principal__1	CHMP6-201
BAIAP2	appris_principal__4	BAIAP2-201
AATK	appris_principal__3	AATK-201
PVALEF	appris_principal__1	PVALEF-203
CEP131	appris_principal__3	CEP131-202
TEPSIN	appris_principal__3	TEPSIN-201
NDUFAF8	appris_principal__1	NDUFAF8-201
SLC38A10	appris_principal__3	SLC38A10-201
BAHCC1	appris_principal__2	BAHCC1-206
ACTG1	appris_principal__1	ACTG1-205
ACTG1	appris_principal__1	ACTG1-215
ACTG1	appris_principal__1	ACTG1-209
ACTG1	appris_principal__1	ACTG1-207
ACTG1	appris_principal__1	ACTG1-216
FSCN2	appris_principal__1	FSCN2-202
FAAP100	appris_principal__1	FAAP100-201
NPLOC4	appris_principal__1	NPLOC4-201
TSPAN10	appris_principal__2	TSPAN10-203
PDE6G	appris_principal__1	PDE6G-201
PDE6G	appris_principal__1	PDE6G-203
PDE6G	appris_principal__1	PDE6G-202
OXLD1	appris_principal__3	OXLD1-201
CCDC137	appris_principal__1	CCDC137-201
ARL16	appris_principal__1	ARL16-215
HGS	appris_principal__1	HGS-201
MRPL12	appris_principal__1	MRPL12-201
AC139530.2	appris_principal__1	AC139530.2-201
SLC25A10	appris_principal__1	SLC25A10-202
GCGR	appris_principal__1	GCGR-201
MCRIP1	appris_principal__1	MCRIP1-201
MCRIP1	appris_principal__1	MCRIP1-212
MCRIP1	appris_principal__1	MCRIP1-203
MCRIP1	appris_principal__1	MCRIP1-207
PPP1R27	appris_principal__1	PPP1R27-201
P4HB	appris_principal__1	P4HB-201
ARHGDIA	appris_principal__1	ARHGDIA-201
ARHGDIA	appris_principal__1	ARHGDIA-203
ARHGDIA	appris_principal__1	ARHGDIA-207
ALYREF	appris_principal__1	ALYREF-202
ANAPC11	appris_principal__1	ANAPC11-205
ANAPC11	appris_principal__1	ANAPC11-207
ANAPC11	appris_principal__1	ANAPC11-217
ANAPC11	appris_principal__1	ANAPC11-201
ANAPC11	appris_principal__1	ANAPC11-204
ANAPC11	appris_principal__1	ANAPC11-210
ANAPC11	appris_principal__1	ANAPC11-208
ANAPC11	appris_principal__1	ANAPC11-206
ANAPC11	appris_principal__1	ANAPC11-215
ANAPC11	appris_principal__1	ANAPC11-213
ANAPC11	appris_principal__1	ANAPC11-203
ANAPC11	appris_principal__1	ANAPC11-219
ANAPC11	appris_principal__1	ANAPC11-211
NPB	appris_principal__1	NPB-201
PCYT2	appris_principal__3	PCYT2-203
SIRT7	appris_principal__1	SIRT7-201
MAFG	appris_principal__1	MAFG-201
MAFG	appris_principal__1	MAFG-202
PYCR1	appris_principal__1	PYCR1-216
PYCR1	appris_principal__1	PYCR1-201
MYADML2	appris_principal__1	MYADML2-201
NOTUM	appris_principal__1	NOTUM-201
ASPSCR1	appris_principal__3	ASPSCR1-202
CENPX	appris_principal__1	CENPX-202
LRRC45	appris_principal__1	LRRC45-201
RAC3	appris_principal__1	RAC3-201
DCXR	appris_principal__1	DCXR-201
RFNG	appris_principal__1	RFNG-201
GPS1	appris_principal__3	GPS1-204
DUS1L	appris_principal__1	DUS1L-201
DUS1L	appris_principal__1	DUS1L-202
FASN	appris_principal__1	FASN-201
CCDC57	appris_principal__2	CCDC57-203
SLC16A3	appris_principal__1	SLC16A3-202
SLC16A3	appris_principal__1	SLC16A3-214
SLC16A3	appris_principal__1	SLC16A3-201
SLC16A3	appris_principal__1	SLC16A3-211
SLC16A3	appris_principal__1	SLC16A3-221
SLC16A3	appris_principal__1	SLC16A3-222
CSNK1D	appris_principal__4	CSNK1D-202
CD7	appris_principal__2	CD7-201
SECTM1	appris_principal__2	SECTM1-201
TEX19	appris_principal__1	TEX19-201
UTS2R	appris_principal__1	UTS2R-201
OGFOD3	appris_principal__1	OGFOD3-201
HEXD	appris_principal__3	HEXD-202
CYBC1	appris_principal__1	CYBC1-201
CYBC1	appris_principal__1	CYBC1-204
CYBC1	appris_principal__1	CYBC1-238
CYBC1	appris_principal__1	CYBC1-210
CYBC1	appris_principal__1	CYBC1-216
CYBC1	appris_principal__1	CYBC1-239
NARF	appris_principal__2	NARF-201
FOXK2	appris_principal__1	FOXK2-201
WDR45B	appris_principal__1	WDR45B-201
RAB40B	appris_principal__1	RAB40B-206
FN3KRP	appris_principal__1	FN3KRP-201
FN3K	appris_principal__1	FN3K-201
TBCD	appris_principal__2	TBCD-201
ZNF750	appris_principal__1	ZNF750-201
B3GNTL1	appris_principal__1	B3GNTL1-201
METRNL	appris_principal__3	METRNL-201
TUBB8B	appris_principal__1	TUBB8B-201
USP14	appris_principal__1	USP14-201
THOC1	appris_principal__2	THOC1-201
COLEC12	appris_principal__1	COLEC12-201
CETN1	appris_principal__1	CETN1-201
CLUL1	appris_principal__1	CLUL1-202
CLUL1	appris_principal__1	CLUL1-201
CLUL1	appris_principal__1	CLUL1-205
TYMS	appris_principal__1	TYMS-203
ENOSF1	appris_principal__1	ENOSF1-222
YES1	appris_principal__1	YES1-201
YES1	appris_principal__1	YES1-205
ADCYAP1	appris_principal__1	ADCYAP1-202
ADCYAP1	appris_principal__1	ADCYAP1-203
METTL4	appris_principal__1	METTL4-203
NDC80	appris_principal__1	NDC80-201
SMCHD1	appris_principal__1	SMCHD1-201
EMILIN2	appris_principal__1	EMILIN2-201
LPIN2	appris_principal__1	LPIN2-201
MYOM1	appris_principal__4	MYOM1-202
MYL12A	appris_principal__3	MYL12A-207
MYL12A	appris_principal__3	MYL12A-201
MYL12A	appris_principal__3	MYL12A-206
MYL12A	appris_principal__3	MYL12A-202
MYL12B	appris_principal__1	MYL12B-205
MYL12B	appris_principal__1	MYL12B-201
MYL12B	appris_principal__1	MYL12B-203
MYL12B	appris_principal__1	MYL12B-202
MYL12B	appris_principal__1	MYL12B-204
TGIF1	appris_principal__1	TGIF1-207
TGIF1	appris_principal__1	TGIF1-202
DLGAP1	appris_principal__4	DLGAP1-214
AKAIN1	appris_principal__1	AKAIN1-201
ZBTB14	appris_principal__1	ZBTB14-201
ZBTB14	appris_principal__1	ZBTB14-208
ZBTB14	appris_principal__1	ZBTB14-207
ZBTB14	appris_principal__1	ZBTB14-209
ZBTB14	appris_principal__1	ZBTB14-202
EPB41L3	appris_principal__3	EPB41L3-201
TMEM200C	appris_principal__1	TMEM200C-202
TMEM200C	appris_principal__1	TMEM200C-201
L3MBTL4	appris_principal__1	L3MBTL4-201
ARHGAP28	appris_principal__2	ARHGAP28-204
ARHGAP28	appris_principal__2	ARHGAP28-202
LAMA1	appris_principal__1	LAMA1-201
LRRC30	appris_principal__1	LRRC30-201
PTPRM	appris_principal__3	PTPRM-201
RAB12	appris_principal__1	RAB12-201
MTCL1	appris_principal__2	MTCL1-202
MTCL1	appris_principal__2	MTCL1-203
NDUFV2	appris_principal__1	NDUFV2-201
ANKRD12	appris_principal__3	ANKRD12-201
TWSG1	appris_principal__1	TWSG1-201
RALBP1	appris_principal__1	RALBP1-201
RALBP1	appris_principal__1	RALBP1-202
PPP4R1	appris_principal__4	PPP4R1-203
RAB31	appris_principal__1	RAB31-207
TXNDC2	appris_principal__3	TXNDC2-202
VAPA	appris_principal__4	VAPA-201
APCDD1	appris_principal__1	APCDD1-201
NAPG	appris_principal__1	NAPG-201
PIEZO2	appris_principal__2	PIEZO2-203
SLC35G4	appris_principal__1	SLC35G4-201
GNAL	appris_principal__1	GNAL-204
GNAL	appris_principal__1	GNAL-201
GNAL	appris_principal__1	GNAL-203
CHMP1B	appris_principal__1	CHMP1B-201
MPPE1	appris_principal__1	MPPE1-211
IMPA2	appris_principal__1	IMPA2-201
ANKRD62	appris_principal__1	ANKRD62-202
CIDEA	appris_principal__1	CIDEA-201
TUBB6	appris_principal__1	TUBB6-201
AFG3L2	appris_principal__1	AFG3L2-201
PRELID3A	appris_principal__1	PRELID3A-201
PRELID3A	appris_principal__1	PRELID3A-202
SPIRE1	appris_principal__3	SPIRE1-203
PSMG2	appris_principal__1	PSMG2-201
CEP76	appris_principal__1	CEP76-201
PTPN2	appris_principal__4	PTPN2-201
SEH1L	appris_principal__3	SEH1L-202
CEP192	appris_principal__1	CEP192-203
LDLRAD4	appris_principal__1	LDLRAD4-201
FAM210A	appris_principal__1	FAM210A-208
FAM210A	appris_principal__1	FAM210A-201
FAM210A	appris_principal__1	FAM210A-202
RNMT	appris_principal__1	RNMT-203
RNMT	appris_principal__1	RNMT-202
RNMT	appris_principal__1	RNMT-206
RNMT	appris_principal__1	RNMT-201
MC5R	appris_principal__1	MC5R-202
MC5R	appris_principal__1	MC5R-201
MC2R	appris_principal__1	MC2R-201
ZNF519	appris_principal__1	ZNF519-207
POTEC	appris_principal__2	POTEC-201
ANKRD30B	appris_principal__5	ANKRD30B-205
ROCK1	appris_principal__1	ROCK1-201
GREB1L	appris_principal__1	GREB1L-202
GREB1L	appris_principal__1	GREB1L-209
ESCO1	appris_principal__1	ESCO1-201
SNRPD1	appris_principal__1	SNRPD1-201
ABHD3	appris_principal__1	ABHD3-201
MIB1	appris_principal__1	MIB1-201
GATA6	appris_principal__1	GATA6-201
GATA6	appris_principal__1	GATA6-202
CTAGE1	appris_principal__2	CTAGE1-201
RBBP8	appris_principal__4	RBBP8-201
RBBP8	appris_principal__4	RBBP8-204
CABLES1	appris_principal__4	CABLES1-201
TMEM241	appris_principal__1	TMEM241-201
RIOK3	appris_principal__2	RIOK3-201
RMC1	appris_principal__1	RMC1-201
NPC1	appris_principal__1	NPC1-201
ANKRD29	appris_principal__1	ANKRD29-208
LAMA3	appris_principal__1	LAMA3-202
TTC39C	appris_principal__1	TTC39C-202
CABYR	appris_principal__4	CABYR-206
CABYR	appris_principal__4	CABYR-207
CABYR	appris_principal__4	CABYR-216
OSBPL1A	appris_principal__1	OSBPL1A-201
IMPACT	appris_principal__1	IMPACT-201
HRH4	appris_principal__1	HRH4-201
ZNF521	appris_principal__1	ZNF521-201
ZNF521	appris_principal__1	ZNF521-203
SS18	appris_principal__3	SS18-203
PSMA8	appris_principal__1	PSMA8-203
TAF4B	appris_principal__3	TAF4B-201
KCTD1	appris_principal__1	KCTD1-207
AQP4	appris_principal__3	AQP4-201
AQP4	appris_principal__3	AQP4-208
CHST9	appris_principal__1	CHST9-203
CHST9	appris_principal__1	CHST9-202
CDH2	appris_principal__1	CDH2-201
DSC3	appris_principal__1	DSC3-201
DSC2	appris_principal__1	DSC2-202
DSC1	appris_principal__1	DSC1-202
DSG1	appris_principal__1	DSG1-201
DSG4	appris_principal__3	DSG4-201
DSG3	appris_principal__1	DSG3-201
DSG2	appris_principal__1	DSG2-201
TTR	appris_principal__1	TTR-206
TTR	appris_principal__1	TTR-201
B4GALT6	appris_principal__1	B4GALT6-202
SLC25A52	appris_principal__1	SLC25A52-201
TRAPPC8	appris_principal__1	TRAPPC8-201
RNF125	appris_principal__1	RNF125-201
RNF138	appris_principal__1	RNF138-202
GAREM1	appris_principal__3	GAREM1-202
MEP1B	appris_principal__3	MEP1B-201
KLHL14	appris_principal__1	KLHL14-202
CCDC178	appris_principal__3	CCDC178-201
ASXL3	appris_principal__1	ASXL3-201
NOL4	appris_principal__1	NOL4-201
DTNA	appris_principal__3	DTNA-203
MAPRE2	appris_principal__3	MAPRE2-201
ZNF397	appris_principal__1	ZNF397-202
ZSCAN30	appris_principal__2	ZSCAN30-201
ZSCAN30	appris_principal__2	ZSCAN30-202
ZNF24	appris_principal__1	ZNF24-201
ZNF24	appris_principal__1	ZNF24-202
ZNF396	appris_principal__1	ZNF396-206
AC007998.2	appris_principal__1	AC007998.2-201
INO80C	appris_principal__1	INO80C-202
GALNT1	appris_principal__1	GALNT1-201
C18orf21	appris_principal__1	C18orf21-205
RPRD1A	appris_principal__1	RPRD1A-202
RPRD1A	appris_principal__1	RPRD1A-201
SLC39A6	appris_principal__1	SLC39A6-201
SLC39A6	appris_principal__1	SLC39A6-204
ELP2	appris_principal__1	ELP2-203
MOCOS	appris_principal__1	MOCOS-201
FHOD3	appris_principal__3	FHOD3-201
TPGS2	appris_principal__3	TPGS2-201
KIAA1328	appris_principal__2	KIAA1328-201
CELF4	appris_principal__3	CELF4-203
CELF4	appris_principal__3	CELF4-217
PIK3C3	appris_principal__1	PIK3C3-201
RIT2	appris_principal__1	RIT2-201
SYT4	appris_principal__1	SYT4-201
SETBP1	appris_principal__3	SETBP1-204
SLC14A2	appris_principal__1	SLC14A2-203
SLC14A2	appris_principal__1	SLC14A2-201
SLC14A1	appris_principal__3	SLC14A1-201
SLC14A1	appris_principal__3	SLC14A1-210
SLC14A1	appris_principal__3	SLC14A1-208
SIGLEC15	appris_principal__1	SIGLEC15-201
EPG5	appris_principal__1	EPG5-201
PSTPIP2	appris_principal__1	PSTPIP2-201
ATP5F1A	appris_principal__1	ATP5F1A-202
ATP5F1A	appris_principal__1	ATP5F1A-201
HAUS1	appris_principal__1	HAUS1-201
C18orf25	appris_principal__4	C18orf25-203
RNF165	appris_principal__1	RNF165-201
LOXHD1	appris_principal__1	LOXHD1-213
ST8SIA5	appris_principal__1	ST8SIA5-201
PIAS2	appris_principal__4	PIAS2-204
KATNAL2	appris_principal__1	KATNAL2-202
ELOA3D	appris_principal__1	ELOA3D-201
ELOA3C	appris_principal__1	ELOA3C-201
ELOA3B	appris_principal__1	ELOA3B-201
ELOA3	appris_principal__1	ELOA3-201
ELOA2	appris_principal__1	ELOA2-201
HDHD2	appris_principal__1	HDHD2-201
AC012254.2	appris_principal__2	AC012254.2-203
IER3IP1	appris_principal__1	IER3IP1-201
SKOR2	appris_principal__3	SKOR2-201
SMAD2	appris_principal__1	SMAD2-202
SMAD2	appris_principal__1	SMAD2-205
ZBTB7C	appris_principal__1	ZBTB7C-221
ZBTB7C	appris_principal__1	ZBTB7C-201
ZBTB7C	appris_principal__1	ZBTB7C-213
ZBTB7C	appris_principal__1	ZBTB7C-204
CTIF	appris_principal__3	CTIF-201
SMAD7	appris_principal__3	SMAD7-201
DYM	appris_principal__1	DYM-201
C18orf32	appris_principal__1	C18orf32-201
C18orf32	appris_principal__1	C18orf32-203
C18orf32	appris_principal__1	C18orf32-202
RPL17-C18orf32	appris_principal__1	RPL17-C18orf32-203
RPL17	appris_principal__1	RPL17-224
RPL17	appris_principal__1	RPL17-223
RPL17	appris_principal__1	RPL17-205
RPL17	appris_principal__1	RPL17-204
RPL17	appris_principal__1	RPL17-208
LIPG	appris_principal__1	LIPG-201
ACAA2	appris_principal__2	ACAA2-201
AC090227.2	appris_principal__1	AC090227.2-201
MYO5B	appris_principal__1	MYO5B-201
CFAP53	appris_principal__1	CFAP53-201
MBD1	appris_principal__3	MBD1-206
MBD1	appris_principal__3	MBD1-224
MBD1	appris_principal__3	MBD1-201
CXXC1	appris_principal__1	CXXC1-201
SKA1	appris_principal__1	SKA1-202
SKA1	appris_principal__1	SKA1-201
MAPK4	appris_principal__1	MAPK4-201
MRO	appris_principal__3	MRO-201
MRO	appris_principal__3	MRO-202
MRO	appris_principal__3	MRO-203
ME2	appris_principal__1	ME2-201
ELAC1	appris_principal__1	ELAC1-201
AC091551.1	appris_principal__1	AC091551.1-201
SMAD4	appris_principal__1	SMAD4-202
SMAD4	appris_principal__1	SMAD4-201
MEX3C	appris_principal__1	MEX3C-201
DCC	appris_principal__1	DCC-203
MBD2	appris_principal__1	MBD2-201
POLI	appris_principal__1	POLI-208
STARD6	appris_principal__1	STARD6-203
STARD6	appris_principal__1	STARD6-201
C18orf54	appris_principal__1	C18orf54-206
C18orf54	appris_principal__1	C18orf54-202
DYNAP	appris_principal__3	DYNAP-201
RAB27B	appris_principal__1	RAB27B-201
CCDC68	appris_principal__1	CCDC68-204
CCDC68	appris_principal__1	CCDC68-202
CCDC68	appris_principal__1	CCDC68-201
TCF4	appris_principal__1	TCF4-202
TCF4	appris_principal__1	TCF4-225
TXNL1	appris_principal__1	TXNL1-201
TXNL1	appris_principal__1	TXNL1-211
WDR7	appris_principal__4	WDR7-201
BOD1L2	appris_principal__1	BOD1L2-201
ST8SIA3	appris_principal__1	ST8SIA3-201
ONECUT2	appris_principal__1	ONECUT2-202
FECH	appris_principal__3	FECH-201
NARS1	appris_principal__1	NARS1-201
ATP8B1	appris_principal__1	ATP8B1-208
NEDD4L	appris_principal__4	NEDD4L-205
ALPK2	appris_principal__1	ALPK2-201
MALT1	appris_principal__4	MALT1-208
ZNF532	appris_principal__1	ZNF532-201
ZNF532	appris_principal__1	ZNF532-222
ZNF532	appris_principal__1	ZNF532-214
ZNF532	appris_principal__1	ZNF532-223
ZNF532	appris_principal__1	ZNF532-224
SEC11C	appris_principal__1	SEC11C-204
GRP	appris_principal__3	GRP-201
RAX	appris_principal__1	RAX-202
CPLX4	appris_principal__1	CPLX4-201
LMAN1	appris_principal__1	LMAN1-201
CCBE1	appris_principal__1	CCBE1-202
CCBE1	appris_principal__1	CCBE1-205
PMAIP1	appris_principal__1	PMAIP1-202
MC4R	appris_principal__1	MC4R-201
CDH20	appris_principal__1	CDH20-201
CDH20	appris_principal__1	CDH20-203
CDH20	appris_principal__1	CDH20-202
RNF152	appris_principal__1	RNF152-201
PIGN	appris_principal__1	PIGN-245
PIGN	appris_principal__1	PIGN-251
PIGN	appris_principal__1	PIGN-201
PIGN	appris_principal__1	PIGN-242
PIGN	appris_principal__1	PIGN-202
PIGN	appris_principal__1	PIGN-229
PIGN	appris_principal__1	PIGN-241
RELCH	appris_principal__3	RELCH-202
TNFRSF11A	appris_principal__3	TNFRSF11A-202
ZCCHC2	appris_principal__2	ZCCHC2-201
PHLPP1	appris_principal__1	PHLPP1-201
BCL2	appris_principal__1	BCL2-201
BCL2	appris_principal__1	BCL2-202
KDSR	appris_principal__1	KDSR-212
VPS4B	appris_principal__1	VPS4B-201
SERPINB5	appris_principal__1	SERPINB5-201
SERPINB12	appris_principal__1	SERPINB12-202
SERPINB13	appris_principal__3	SERPINB13-202
SERPINB4	appris_principal__1	SERPINB4-201
SERPINB11	appris_principal__1	SERPINB11-201
SERPINB11	appris_principal__1	SERPINB11-205
SERPINB3	appris_principal__1	SERPINB3-201
SERPINB7	appris_principal__1	SERPINB7-201
SERPINB7	appris_principal__1	SERPINB7-202
SERPINB7	appris_principal__1	SERPINB7-207
SERPINB2	appris_principal__1	SERPINB2-205
SERPINB2	appris_principal__1	SERPINB2-201
SERPINB10	appris_principal__1	SERPINB10-201
SERPINB10	appris_principal__1	SERPINB10-204
HMSD	appris_principal__1	HMSD-201
SERPINB8	appris_principal__1	SERPINB8-202
SERPINB8	appris_principal__1	SERPINB8-203
CDH7	appris_principal__1	CDH7-201
CDH7	appris_principal__1	CDH7-202
CDH19	appris_principal__1	CDH19-201
DSEL	appris_principal__1	DSEL-201
TMX3	appris_principal__1	TMX3-201
CCDC102B	appris_principal__2	CCDC102B-201
DOK6	appris_principal__1	DOK6-201
CD226	appris_principal__1	CD226-207
CD226	appris_principal__1	CD226-201
RTTN	appris_principal__2	RTTN-222
SOCS6	appris_principal__1	SOCS6-201
SOCS6	appris_principal__1	SOCS6-203
CBLN2	appris_principal__1	CBLN2-209
CBLN2	appris_principal__1	CBLN2-201
NETO1	appris_principal__1	NETO1-207
NETO1	appris_principal__1	NETO1-201
FBXO15	appris_principal__1	FBXO15-201
TIMM21	appris_principal__1	TIMM21-201
CYB5A	appris_principal__1	CYB5A-202
C18orf63	appris_principal__1	C18orf63-201
DIPK1C	appris_principal__1	DIPK1C-201
CNDP2	appris_principal__1	CNDP2-209
CNDP2	appris_principal__1	CNDP2-201
CNDP1	appris_principal__1	CNDP1-201
ZNF407	appris_principal__3	ZNF407-201
ZADH2	appris_principal__1	ZADH2-201
TSHZ1	appris_principal__3	TSHZ1-201
SMIM21	appris_principal__3	SMIM21-202
ZNF516	appris_principal__1	ZNF516-201
ZNF236	appris_principal__3	ZNF236-201
MBP	appris_principal__2	MBP-208
GALR1	appris_principal__1	GALR1-201
SALL3	appris_principal__1	SALL3-202
ATP9B	appris_principal__3	ATP9B-202
NFATC1	appris_principal__3	NFATC1-201
CTDP1	appris_principal__3	CTDP1-208
KCNG2	appris_principal__1	KCNG2-201
SLC66A2	appris_principal__3	SLC66A2-203
HSBP1L1	appris_principal__1	HSBP1L1-201
TXNL4A	appris_principal__1	TXNL4A-201
AC090360.1	appris_principal__5	AC090360.1-202
RBFA	appris_principal__1	RBFA-202
ADNP2	appris_principal__1	ADNP2-201
PARD6G	appris_principal__1	PARD6G-201
OR4F17	appris_principal__1	OR4F17-203
PLPP2	appris_principal__3	PLPP2-203
MIER2	appris_principal__1	MIER2-201
THEG	appris_principal__4	THEG-201
C2CD4C	appris_principal__1	C2CD4C-201
SHC2	appris_principal__1	SHC2-201
ODF3L2	appris_principal__2	ODF3L2-201
MADCAM1	appris_principal__4	MADCAM1-201
TPGS1	appris_principal__1	TPGS1-201
CDC34	appris_principal__1	CDC34-201
GZMM	appris_principal__1	GZMM-201
BSG	appris_principal__1	BSG-201
HCN2	appris_principal__1	HCN2-201
POLRMT	appris_principal__1	POLRMT-202
FGF22	appris_principal__1	FGF22-201
RNF126	appris_principal__1	RNF126-201
FSTL3	appris_principal__1	FSTL3-201
PRSS57	appris_principal__3	PRSS57-202
PALM	appris_principal__1	PALM-202
MISP	appris_principal__1	MISP-201
PTBP1	appris_principal__3	PTBP1-201
PLPPR3	appris_principal__1	PLPPR3-204
AZU1	appris_principal__1	AZU1-201
PRTN3	appris_principal__1	PRTN3-201
ELANE	appris_principal__1	ELANE-202
ELANE	appris_principal__1	ELANE-201
CFD	appris_principal__3	CFD-201
MED16	appris_principal__5	MED16-202
R3HDM4	appris_principal__2	R3HDM4-201
KISS1R	appris_principal__1	KISS1R-201
ARID3A	appris_principal__2	ARID3A-201
WDR18	appris_principal__1	WDR18-202
GRIN3B	appris_principal__1	GRIN3B-201
TMEM259	appris_principal__3	TMEM259-201
CNN2	appris_principal__1	CNN2-201
ABCA7	appris_principal__1	ABCA7-201
ARHGAP45	appris_principal__3	ARHGAP45-201
POLR2E	appris_principal__1	POLR2E-213
POLR2E	appris_principal__1	POLR2E-204
POLR2E	appris_principal__1	POLR2E-211
GPX4	appris_principal__2	GPX4-201
SBNO2	appris_principal__4	SBNO2-201
STK11	appris_principal__2	STK11-201
CBARP	appris_principal__2	CBARP-204
ATP5F1D	appris_principal__1	ATP5F1D-202
ATP5F1D	appris_principal__1	ATP5F1D-201
ATP5F1D	appris_principal__1	ATP5F1D-207
MIDN	appris_principal__1	MIDN-201
MIDN	appris_principal__1	MIDN-206
CIRBP	appris_principal__3	CIRBP-215
CIRBP	appris_principal__3	CIRBP-207
CIRBP	appris_principal__3	CIRBP-216
CIRBP	appris_principal__3	CIRBP-204
CIRBP	appris_principal__3	CIRBP-201
FAM174C	appris_principal__1	FAM174C-201
